RecordNumber	Tags	Indicators	Content	
178	880	\\	$6250-02$aالطبعة 2.
178	880	\\	$6260-03$aبيروت :$bدار العلم للملايين،$c[1952]
178	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
178	999	\\	$iNjP_1708529$o(OCoLC)ocm23921904$sprinceton_aco004234:$e(ERROR-MISC)$sprinceton_aco004234:
			
179	LDR		02105nam a2200433Mi 4500
179	001		498052
179	003		NjP
179	006		m\\\\\\\\d\\\\\\\\
179	007		cr\cn\|||m|||a
179	008		200626s1983\\\\ir\\\\\\ob\\\\000\0\ara\d
179	040	\\	$aZYU$bara$erda$cZYU
179	100	1\	$6880-01$aKhāqānī, ʻAlī.
179	245	10	$6880-02$aRijāl al-Khāqānī /$cbi-qalam ʻAlī al-Khāqānī ; taḥqīq al-Sayyid Muḥammad Ṣādiq Baḥr al-ʻUlūm.
179	250	\\	$6880-03$aal-Ṭabʻah 2.
179	260	\\	$6880-04$a[Qum] :$bMaktab al-Iʻlām al-Islāmī,$c1404 [1983 or 1984]
179	300	\\	$aonline resource (32, 426, 72 pages)
179	336	\\	$atext$2rdacontent
179	337	\\	$acomputer$2rdamedia
179	338	\\	$aonline resource$2rdacarrier
179	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
179	504	\\	$aIncludes bibliographical references.
179	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
179	650	\0	$aIslam$vBiography.
179	650	\0	$aHadith (Shiites)$xAuthorities.
179	650	\7	$aHadith (Shiites)$xAuthorities.$2fast$0(OCoLC)fst00950139
179	650	\7	$aIslam.$2fast$0(OCoLC)fst00979776
179	655	\7	$aBiographies.$2fast$0(OCoLC)fst01919896
179	700	1\	$6880-05$aBaḥr al-ʻUlūm, Muḥammad Ṣādiq.
179	710	2\	$aPrinceton University.$bLibrary.
179	730	0\	$aArabic Collections Online.
179	776	08	$iPrint version:$aKhāqānī, ʻAlī.$tRijāl al-Khāqānī$w(NjP)498052$w(OCoLC)122952954
179	856	40	$uhttp://hdl.handle.net/2333.1/s4mw6x2m 
179	880	1\	$6100-01$aخاقاني، علي.
179	880	10	$6245-02$aرجال الخاقاني /$cبقلم علي الخاقاني ؛ تحقيق السيد محمد صادق بحر العلوم.
179	880	\\	$6250-03$aالطبعة 2.
179	880	\\	$6260-04$a[قم] :$bمكتب الإعلام الإسلامي،$c1404 [1983 أو 1984]
179	880	1\	$6700-05$aبحر العلوم، محمد صادق.
179	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
179	999	\\	$iNjP_498052$o(OCoLC)ocn122952954$sprinceton_aco003058$e(ERROR-MISC)$sprinceton_aco003058
			
180	LDR		02246nam a2200397Mi 4500
180	001		452527
180	003		NjP
180	006		m\\\\\\\\d\\\\\\\\
180	007		cr\cn\|||m|||a
180	008		200626q19801986ir\\\\\\o\\\\\000\0\ara\d
180	040	\\	$aZYU$bara$erda$cZYU
180	100	1\	$6880-01$aJanājī, Jaʻfar ibn Khaḍir,$d1743 or 1744-1811 or 1812.
180	240	10	$6880-02$aKashf al-ghiṭāʼ ʻan mubhamāt sharīʻat al-gharrāʼ
180	245	10	$6880-03$aKitāb kashf al-ghiṭāʼ ʻan mubhamāt sharīʻat al-gharrāʼ /$cli-mūʼallifihi Jaʻfar al-madʻūw bi-Kāshif al-Ghiṭāʼ.
180	260	\\	$6880-04$aIṣfahān :$bIntishārāt Mahdawī,$c[198-]
180	300	\\	$aonline resource (472 pages)
180	336	\\	$atext$2rdacontent
180	337	\\	$acomputer$2rdamedia
180	338	\\	$aonline resource$2rdacarrier
180	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
180	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
180	534	\\	$pReprint.
180	650	\0	$aIslamic law$xInterpretation and construction.
180	650	\7	$aIslamic law$xInterpretation and construction.$2fast$0(OCoLC)fst00979955
180	710	2\	$aPrinceton University.$bLibrary.
180	730	0\	$aArabic Collections Online.
180	740	0\	$6880-05$aKashf al-ghiṭāʼ ʻan mubhamāt sharīʻat al-gharrāʼ
180	776	08	$iPrint version:$aJanājī, Jaʻfar ibn Khaḍir, 1743 or 1744-1811 or 1812.$tKitāb kashf al-ghiṭāʼ ʻan mubhamāt sharīʻat al-gharrāʼ$w(NjP)452527$w(OCoLC)79110645
180	856	40	$uhttp://hdl.handle.net/2333.1/280gbg7v 
180	880	1\	$6100-01$aجناجي، جعفر بن خضر،$d1743 or 1744-1811 or 1812.
180	880	10	$6240-02$aكشف الغطاء عن مبهمات شريعة الغراء
180	880	10	$6245-03$aكتاب كشف الغطاء عن مبهمات شريعة الغراء /$cلموءلفه جعفر المدعو بكاشف الغطاء.
180	880	\\	$6260-04$aاصفهان :$bانتشارات مهدوي،$c[198-]
180	880	0\	$6740-05$aكشف الغطاء عن مبهمات شريعة الغراء
180	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
180	999	\\	$iNjP_452527$o(OCoLC)ocm79110645$sprinceton_aco003735:$e(ERROR-MISC)$sprinceton_aco003735:
			
181	LDR		01904nam a2200361Mi 4500
181	001		784714
181	003		NjP
181	006		m\\\\\\\\d\\\\\\\\
181	007		cr\cn\|||m|||a
181	008		200626s1982\\\\ir\\\\\\o\\\\\000\0\ara\d
181	040	\\	$aZYU$bara$erda$cZYU
181	245	00	$6880-01$aMashākil wa-ʻaqabāt amāma waḥdat al-ʻālam al-Islāmī kammā yataḥaddathu ʻanhā al-Imām al-Qāʼid /$ciʻdād Muḥammad ʻAlī Ḥusayn.
181	250	\\	$6880-02$aal-Ṭabʻah 1.
181	260	\\	$6880-03$aṬihrān :$bWizārat al-Irshād al-Islāmī,$c1403 [1982]
181	300	\\	$aonline resource (47 pages)
181	336	\\	$atext$2rdacontent
181	337	\\	$acomputer$2rdamedia
181	338	\\	$aonline resource$2rdacarrier
181	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
181	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
181	650	\0	$aIslam$xUnity.
181	650	\7	$aIslam$xUnity.$2fast$0(OCoLC)fst00979864
181	700	1\	$6880-04$aḤusayn, Muḥammad ʻAlī. 
181	710	2\	$aPrinceton University.$bLibrary.
181	730	0\	$aArabic Collections Online.
181	776	08	$iPrint version:$tMashākil wa-ʻaqabāt amāma waḥdat al-ʻālam al-Islāmī kammā yataḥaddathu ʻanhā al-Imām al-Qāʼid$w(NjP)784714$w(OCoLC)27444205
181	856	40	$uhttp://hdl.handle.net/2333.1/b5mkm65f 
181	880	00	$6245-01$aمشاكل وعقبات أمام وحدة العالم الاسلامي كما يتحدث عنها الأمام القائد /$cاعداد محمد علي حسين.
181	880	\\	$6250-02$aالطبعة ١.
181	880	\\	$6260-03$aتهران :$bوزارة الارشاد الاسلامي،$c١٤٠٣ [١٩٨٢]
181	880	1\	$6700-04$aحسين، محمد علي. 
181	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
181	999	\\	$iNjP_784714$o(OCoLC)ocm27444205$sprinceton_aco003051$e(ERROR-MISC)$sprinceton_aco003051
			
182	LDR		01623nam a2200361Mi 4500
182	001		2785017
182	003		NjP
182	006		m\\\\\\\\d\\\\\\\\
182	007		cr\cn\|||m|||a
182	008		200626m19679999iq\\\\\\o\\\\\000\0\ara\d
182	040	\\	$aZYU$bara$erda$cZYU
182	100	1\	$6880-01$aAmīn, Aḥmad.
182	245	13	$6880-02$aal-Takāmul fī al-Islām.
182	260	\\	$6880-03$a[al-Najaf] :$bDār al-Nuʻmān,$c1967-
182	300	\\	$aonline resource (volumes in)
182	336	\\	$atext$2rdacontent
182	337	\\	$acomputer$2rdamedia
182	338	\\	$aonline resource$2rdacarrier
182	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
182	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
182	546	\\	$aIn Arabic.
182	515	\\	$aVol. 1: 4th ed. 1969?; v. 2: 3d ed. 1963; v. 3: 3d ed. 1968; v. 4: 3d ed. 1968? v. 5: 2d ed. 1968; v. 6: 1967.
182	650	\0	$aIslam.
182	650	\7	$aIslam.$2fast$0(OCoLC)fst00979776
182	710	2\	$aPrinceton University.$bLibrary.
182	730	0\	$aArabic Collections Online.
182	776	08	$iPrint version:$aAmīn, Aḥmad.$tal-Takāmul fī al-Islām$w(NjP)2785017$w(OCoLC)42800986
182	856	40	$uhttp://hdl.handle.net/2333.1/nvx0kh45 
182	880	1\	$6100-01$aامين، احمد.
182	880	12	$6245-02$aالتكامل في الاسلام.
182	880	\\	$6260-03$a[النجف] :$bدار النعمان،$c1967-
182	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
182	999	\\	$iNjP_2785017$o(OCoLC)ocm42800986$sprinceton_aco004244:v. 1-3$sprinceton_aco004245:v. 4-6$e(ERROR-MISC)$sprinceton_aco004244:v. 1-3$sprinceton_aco004245:v. 4-6
			
183	LDR		01924nam a2200409Mi 4500
183	001		854423
183	003		NjP
183	006		m\\\\\\\\d\\\\\\\\
183	007		cr\cn\|||m|||a
183	008		200626s1988\\\\ir\\\\\\ob\\\\000\0\ara\d
183	040	\\	$aZYU$bara$erda$cZYU
183	100	1\	$6880-01$aḤāʼirī, Murtaḍá.
183	245	10	$6880-02$aṢalāt al-Jumʻah /$cli-faqīh Murtaḍá al-Ḥāʼirī.
183	250	\\	$6880-03$aal-Ṭabʻah 1.
183	260	\\	$6880-04$aQum :$bMuʼassasat al-Nashr al-Islāmī al-tābiʻah li-Jamāʻat al-Mudarrisīn,$c1409 [1988 or 1989]
183	300	\\	$aonline resource (343 pages)
183	336	\\	$atext$2rdacontent
183	337	\\	$acomputer$2rdamedia
183	338	\\	$aonline resource$2rdacarrier
183	500	\\	$a""514.""
183	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
183	504	\\	$aIncludes bibliographical references.
183	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
183	650	\0	$aJumʻah.
183	650	\0	$aIslamic law$xInterpretation and construction.
183	650	\7	$aIslamic law$xInterpretation and construction.$2fast$0(OCoLC)fst00979955
183	650	\7	$aJumʻah.$2fast$0(OCoLC)fst00984834
183	710	2\	$aPrinceton University.$bLibrary.
183	730	0\	$aArabic Collections Online.
183	776	08	$iPrint version:$aḤāʼirī, Murtaḍá.$tṢalāt al-Jumʻah$w(NjP)854423$w(OCoLC)29567150
183	856	40	$uhttp://hdl.handle.net/2333.1/9w0vtf1m 
183	880	1\	$6100-01$aحائري، مرتضى.
183	880	10	$6245-02$aصلاة الجمعة /$cللفقيه مرتضى الحائري.
183	880	\\	$6250-03$aالطبعة 1.
183	880	\\	$6260-04$aقم :$bمؤسسة النشر الاسلامي التابعة لجماعة المدرسين،$c1409 [1988 or 1989]
183	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
183	999	\\	$iNjP_854423$o(OCoLC)ocm29567150$sprinceton_aco003449:$e(ERROR-MISC)$sprinceton_aco003449:
			
184	LDR		02883nam a2200421Mi 4500
184	001		192245
184	003		NjP
184	006		m\\\\\\\\d\\\\\\\\
184	007		cr\cn\|||m|||a
184	008		200626s1956\\\\ir\h\\\\ob\\\\000\0\ara\d
184	040	\\	$aZYU$bara$erda$cZYU
184	100	0\	$6880-01$aZayn al-ʻĀbidīn ʻAlī ibn al-Ḥusayn,$d-710?
184	245	13	$6880-02$aal-Ṣaḥīfah al-kāmilah al-sajjādīyah /$cmin inshāʼ al-imām al-rābʻ mawlānā al-Sajjād Zayn al-ʻĀbidīn ʻAlī ibn al-Ḥusayn ... ; qūbilat wa-ṣuḥḥiḥat bi-kamāl al-diqqah ʻalá thalāth nuskh khaṭṭīyah ... bi-Muḥammad Taqī al-Majlisī al-Awwal maʻahā muqaddimah ... bi-Muḥammad Mashkūh ... ʻaniyá bi-nashrihā ... Muḥammad al-Ākhūndī.
184	260	\\	$6880-03$aṬihrān :$bMarkaz-i Furūsh-i Dar-i al-Kutub al-Islāmīyah,$c[1956?]
184	300	\\	$aonline resource (16, 339 pages) :$bfacsimiles
184	336	\\	$atext$2rdacontent
184	337	\\	$acomputer$2rdamedia
184	338	\\	$aonline resource$2rdacarrier
184	500	\\	$aReproduced from ms.
184	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
184	504	\\	$aIncludes bibliographical references.
184	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
184	650	\0	$aShīʻah$xCustoms and practices$vEarly works to 1800.
184	650	\7	$aShīʻah$xCustoms and practices.$2fast$0(OCoLC)fst01117947
184	655	\7	$aEarly works.$2fast$0(OCoLC)fst01411636
184	700	1\	$6880-04$aMajlisī, Muḥammad Taqī ibn Maqṣūd ʻAlī,$d1594 or 1595-1659 or 1660.
184	700	1\	$6880-05$aĀkhūndī, Muḥammad.
184	710	2\	$aPrinceton University.$bLibrary.
184	730	0\	$aArabic Collections Online.
184	776	08	$iPrint version:$aZayn al-ʻĀbidīn ʻAlī ibn al-Ḥusayn, -710?$tal-Ṣaḥīfah al-kāmilah al-sajjādīyah$w(NjP)192245$w(OCoLC)25338595
184	856	40	$uhttp://hdl.handle.net/2333.1/6q573xv8 
184	880	0\	$6100-01$aزين العابدين علي بن الحسين،$d-710?
184	880	12	$6245-02$aالصحيفة الكاملة السجادية /$cمن انشاء الامام الرابع مولانا السجاد زين العابدين علي بن الحسين ... ؛ قوبلة وصححة بكمال الدقة على ثلاث نسخ خطية ... بمحمد تقي المجلي الاول معها مقدمة ... بمحمد مشكوه ... عنيى بنشرها ... محمد الاخوندي.
184	880	\\	$6260-03$aطهران :$bمرکز فروش دار الکتب الاسلامية،$c[1956؟]
184	880	1\	$6700-04$aمجلسي، محمد تقي بن مقصود علي،$d1594 or 1595-1659 or 1660.
184	880	1\	$6700-05$aآخوندي، محمد.
184	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
184	999	\\	$iNjP_192245$o(OCoLC)ocm25338595$sprinceton_aco004306:$e(ERROR-MISC)$sprinceton_aco004306:
			
185	LDR		02555nam a2200433Mi 4500
185	001		1082464
185	003		NjP
185	006		m\\\\\\\\d\\\\\\\\
185	007		cr\cn\|||m|||a
185	008		200626m19639999ir\\\\\\o\\\\\000\0\ara\d
185	040	\\	$aZYU$bara$erda$cZYU
185	100	1\	$6880-01$aFayḍ al-Simnānī, Muḥammad Riḍā.
185	240	10	$6880-02$aKitāb al-ṭahārah
185	245	13	$6880-03$aal-Mujallad al-awwal min Kitāb al-ṭahārah :$byabḥath ʻan fiqh masāʼil al-ṭahārah ʻalá mā iqtaḍāh al-Kitāb wa-al-sunnah wa-al-ʻaql wa-fatāfá fuqahāʼ al-Shīʻah bi-ṭarz badīʻ daqīq /$ctaʼlīf Muḥammad Riḍā al-Fayḍ al-Saimnānī.
185	246	10	$6880-04$aKitāb al-ṭahārah
185	260	\\	$6880-05$aṬihrān :$bYuṭlab min Maktabat Markaz Nashr al-Kitāb,$c1383- [1963 or 1964]-
185	300	\\	$aonline resource (volumes)
185	336	\\	$atext$2rdacontent
185	337	\\	$acomputer$2rdamedia
185	338	\\	$aonline resource$2rdacarrier
185	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
185	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
185	650	\0	$aIslamic law$xInterpretation and construction.
185	650	\0	$aPurity, Ritual$xIslam.
185	650	\0	$aShiites.
185	650	\7	$aIslamic law$xInterpretation and construction.$2fast$0(OCoLC)fst00979955
185	650	\7	$aPurity, Ritual$xIslam.$2fast$0(OCoLC)fst01084388
185	650	\7	$aShiites.$2fast$0(OCoLC)fst01115976
185	710	2\	$aPrinceton University.$bLibrary.
185	730	0\	$aArabic Collections Online.
185	776	08	$iPrint version:$aFayḍ al-Simnānī, Muḥammad Riḍā.$tal-Mujallad al-awwal min Kitāb al-ṭahārah$w(NjP)1082464$w(OCoLC)35600743
185	856	40	$uhttp://hdl.handle.net/2333.1/1zcrjq46 
185	880	1\	$6100-01$aفيض السمناني، محمد رضا.
185	880	10	$6240-02$aكتاب الطهارة
185	880	12	$6245-03$aالمجلد الاول من كتاب الطهارة :$bيبحث عن فقه مسائل الطهارة على ما اقتضه الكتاب والسنة والعقل وفتاوى فقهاء الشيعة بطرز بديع دقيق /$cتأليف محمد رضا الفيض السمناني.
185	880	10	$6246-04$aكتاب الطهارة
185	880	\\	$6260-05$aطهران :$bيطلب من مكتبة مركز نشر الكتاب،$c1383- [1963 or 1964]-
185	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
185	999	\\	$iNjP_1082464$o(OCoLC)ocm35600743$sprinceton_aco003512:mujallad 1$e(ERROR-MISC)$sprinceton_aco003512:mujallad 1
			
186	LDR		01889nam a2200409Mi 4500
186	001		345257
186	003		NjP
186	006		m\\\\\\\\d\\\\\\\\
186	007		cr\cn\|||m|||a
186	008		200626s1950\\\\sy\c\\\\o\\\\\000\0carard
186	040	\\	$aZYU$bara$erda$cZYU
186	043	\\	$aa-sy---
186	100	1\	$6880-01$aMudlajī, Ibrāhīm Adʹham.
186	245	13	$6880-02$aal-Furāt al-yawm /$cIbrāhīm Adʹham al-Mudlajī wa-Muḥammad Nūrī Khalaf.
186	250	\\	$6880-03$aal-Ṭabʻah 1.
186	260	\\	$6880-04$aDayr al-Zawr :$bMaktabat al-Diʻāʼīyah,$c1950.
186	300	\\	$aonline resource (100 pages) :$bportraits
186	336	\\	$atext$2rdacontent
186	337	\\	$acomputer$2rdamedia
186	338	\\	$aonline resource$2rdacarrier
186	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
186	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
186	651	\0	$aDayr al-Zawr (Syria)$vBiography.
186	651	\7	$aSyria$zDayr al-Zawr.$2fast$0(OCoLC)fst01226472
186	655	\7	$aBiographies.$2fast$0(OCoLC)fst01919896
186	700	1\	$6880-05$aKhalaf, Muḥammad Nūrī.
186	710	2\	$aPrinceton University.$bLibrary.
186	730	0\	$aArabic Collections Online.
186	776	08	$iPrint version:$aMudlajī, Ibrāhīm Adʹham.$tal-Furāt al-yawm$w(NjP)345257$w(OCoLC)80606288
186	856	40	$uhttp://hdl.handle.net/2333.1/mgqnkm18 
186	880	1\	$6100-01$aمدلجي، ابراهيم ادهم.
186	880	12	$6245-02$aالفرات اليوم /$cابراهيم ادهم المدلجي ومحمد نوري خلف. 
186	880	\\	$6250-03$aالطبعة 1.
186	880	\\	$6260-04$aدير الزور :$bمكتبة الدعائية،$c1950.
186	880	1\	$6700-05$aخلف، محمد نوري. 
186	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
186	999	\\	$iNjP_345257$o(OCoLC)ocm80606288$sprinceton_aco003792:$e(ERROR-MISC)$sprinceton_aco003792:
			
187	LDR		02213nam a2200409Mi 4500
187	001		1029269
187	003		NjP
187	006		m\\\\\\\\d\\\\\\\\
187	007		cr\cn\|||m|||a
187	008		200626s1982\\\\ir\\\\\\ob\\\\001\0\ara\d
187	040	\\	$aZYU$bara$erda$cZYU
187	100	1\	$6880-01$aKulaynī, Muḥammad ibn Yaʻqūb,$d-941?
187	240	10	$6880-02$aKāfī.$kSelections
187	245	13	$6880-03$aal-Awwalīyāt mimmā awdaʻahu fī al-Kāfī /$cThiqat al-Islām al-Kulaynī ; ijtanāhā wa-rattabahā Muḥammad Ḥusayn ibn ʻAlī al-Muwaḥḥid al-Ḥujajī.
187	260	\\	$6880-04$aQum :$bMaṭbaʻat al-Khayyām,$c1403 [1982 or 1983]
187	300	\\	$aonline resource (267 pages)
187	336	\\	$atext$2rdacontent
187	337	\\	$acomputer$2rdamedia
187	338	\\	$aonline resource$2rdacarrier
187	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
187	504	\\	$aIncludes bibliographical references and indexes.
187	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
187	650	\0	$aHadith (Shiites)$vTexts.
187	650	\7	$aHadith (Shiites)$2fast$0(OCoLC)fst00950138
187	655	\7	$aTexts.$2fast$0(OCoLC)fst01423705
187	700	1\	$6880-05$aMuwaḥḥid al-Ḥujajī, Muḥammad Ḥusayn ibn ʻAlī.
187	710	2\	$aPrinceton University.$bLibrary.
187	730	0\	$aArabic Collections Online.
187	776	08	$iPrint version:$aKulaynī, Muḥammad ibn Yaʻqūb, -941?$tal-Awwalīyāt mimmā awdaʻahu fī al-Kāfī$w(NjP)1029269$w(OCoLC)34132766
187	856	40	$uhttp://hdl.handle.net/2333.1/s1rn90bq 
187	880	1\	$6100-01$aكليني، محمد بن يعقوب،$d-941?
187	880	10	$6240-02$aكافي.$kSelections
187	880	12	$6245-03$aالاوليات مما اودعه في الكافي /$cثقة الاسلام الكليني ؛ اجتناها ورتبها محمد حسين بن علي الموحد الحججي.
187	880	\\	$6260-04$aقم :$bمطبعة الخيام،$c1403 [1982 or 1983]
187	880	1\	$6700-05$aموحد الحججي، محمد حسين بن علي.
187	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
187	999	\\	$iNjP_1029269$o(OCoLC)ocm34132766$sprinceton_aco003159$e(ERROR-MISC)$sprinceton_aco003159
			
188	LDR		02796nam a2200517Mi 4500
188	001		2760866
188	003		NjP
188	006		m\\\\\\\\d\\\\\\\\
188	007		cr\cn\|||m|||a
188	008		200626s1970\\\\iq\\\\\\ob\\\\001\0\arard
188	040	\\	$aZYU$bara$erda$cZYU
188	043	\\	$aa-iq---
188	050	\4	$aDS79$b.R35 1970
188	100	1\	$6880-01$aRāwī, Thābit Ismāʻīl.
188	245	14	$6880-02$aal-ʻIrāq fī al-ʻaṣr al-Umawī :$bmin al-nāḥiyah al-siyāsīyah wa-al-idārīyah wa-al-ijtimāʻīyah /$ctaʼlīf Thābit Ismāʻīl al-Rāwī.
188	246	1\	$iTitle on p. [4] of covert:$aIraq in the Umayyad period :$bpolitical, social and administral aspects
188	250	\\	$6880-03$aal-Ṭabʻah 2.
188	260	\\	$6880-04$aBaghdād :$bMaktabat al-Andalus,$c1970.
188	300	\\	$aonline resource (358 pages)
188	336	\\	$atext$2rdacontent
188	337	\\	$acomputer$2rdamedia
188	338	\\	$aonline resource$2rdacarrier
188	500	\\	$aCover title: Iraq in the Umayyad period, political, social and administral [sic] aspects by Thabit al-Rāwī.
188	500	\\	$aOriginally presented as the author's thesis (M.A.) - Jāmiʻat al-Iskandarīyah, 1959.
188	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
188	504	\\	$aIncludes bibliographical references (pages 329-332) and indexes.
188	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
188	651	\0	$aIraq$xHistory$y634-1534.
188	651	\0	$aIraq$xSocial conditions.
188	651	\0	$aIraq$xPolitics and government.
188	650	\7	$aPolitics and government.$2fast$0(OCoLC)fst01919741
188	650	\7	$aSocial conditions.$2fast$0(OCoLC)fst01919811
188	651	\7	$aIraq.$2fast$0(OCoLC)fst01205757
188	648	\7	$a634-1534$2fast
188	655	\7	$aHistory.$2fast$0(OCoLC)fst01411628
188	710	2\	$aPrinceton University.$bLibrary.
188	730	0\	$aArabic Collections Online.
188	776	08	$iOnline version:$aal-Rāwī, Thābit Ismāʻīl.$tʻIrāq fī al-ʻaṣr al-Umawī.$bal-Ṭabʻah 2.$dBaghdād : Maktabat al-Andalus, 1970$w(OCoLC)582985384
188	776	08	$iPrint version:$aRāwī, Thābit Ismāʻīl.$tal-ʻIrāq fī al-ʻaṣr al-Umawī$w(NjP)2760866$w(OCoLC)23481772
188	856	40	$uhttp://hdl.handle.net/2333.1/cjsxm387 
188	880	1\	$6100-01$aراوي، ثابت اسماعيل.
188	880	12	$6245-02$aالعراق في العصر الاموي :$bمن الناحية السياسية والادارية والاجتماعية /$cتأليف ثابت اسماعيل الراوي.
188	880	\\	$6250-03$aالطبعة 2.
188	880	\\	$6260-04$aبغداد :$bمكتبة الاندلس،$c1970.
188	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
188	999	\\	$iNjP_2760866$o(OCoLC)ocm23481772$sprinceton_aco002108$e(ERROR-880)$sprinceton_aco002108
			
189	LDR		01785nam a2200361Mi 4500
189	001		4103964
189	003		NjP
189	006		m\\\\\\\\d\\\\\\\\
189	007		cr\cn\|||m|||a
189	008		200626s1963\\\\sy\a\\\\o\\\\\000\0\ara\d
189	040	\\	$aZYU$bara$erda$cZYU
189	043	\\	$aa-sy---
189	110	1\	$6880-01$aDār al-Fann al-Ḥadīth.
189	245	10	$6880-02$aHal taltaqī al-aḥzāb? :$barāʼ rijālāt al-siyāsah al-iqtiṣād wa-al-fikr fī Sūrīyah /$cDār al-Fann al-Ḥadīth.
189	260	\\	$6880-03$aDimashq :$bDār al-Fann al-Ḥadīth,$c1963.
189	300	\\	$aonline resource (153 pages) :$billustrations
189	336	\\	$atext$2rdacontent
189	337	\\	$acomputer$2rdamedia
189	338	\\	$aonline resource$2rdacarrier
189	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
189	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
189	650	\0	$aPolitical parties$zSyria.
189	650	\7	$aPolitical parties.$2fast$0(OCoLC)fst01069410
189	651	\7	$aSyria.$2fast$0(OCoLC)fst01208757
189	710	2\	$aPrinceton University.$bLibrary.
189	730	0\	$aArabic Collections Online.
189	776	08	$iPrint version:$aDār al-Fann al-Ḥadīth.$tHal taltaqī al-aḥzāb?$w(NjP)4103964$w(OCoLC)54630972
189	856	40	$uhttp://hdl.handle.net/2333.1/bnzs7stg 
189	880	1\	$6110-01$aدار الفن الحديث.
189	880	10	$6245-02$aهل تلتقي الاحزاب؟ :$bاراء رجالات السياسة الاقتصاد والفكر في سورية /$cدار الفن الحديث.
189	880	\\	$6260-03$aدمشق :$bدار الفن الحديث،$c1963.
189	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
189	999	\\	$iNjP_4103964$o(OCoLC)ocm54630972$sprinceton_aco001977$e(ERROR-MISC)$sprinceton_aco001977
			
190	LDR		02058nam a2200421Mi 4500
190	001		862656
190	003		NjP
190	006		m\\\\\\\\d\\\\\\\\
190	007		cr\cn\|||m|||a
190	008		200626s1924\\\\sy\\\\\\o\\\\\000\0\ara\d
190	040	\\	$aZYU$bara$erda$cZYU
190	100	1\	$6880-01$aḤalabī, Muḥammad al-Ḥanīfī.
190	240	10	$6880-02$aDalāʼil al-iʻjāz
190	245	10	$6880-03$aKitāb Dalāʼil al-iʻjāz fī ʻilm al-maʻānī /$cjamʻ Muḥammad al-Ḥanīfī al-Ḥalabī.
190	246	3\	$6880-04$aDalāʼil al-iʻjāz
190	250	\\	$6880-05$aal-Ṭabʻah 1.
190	260	\\	$6880-06$aḤalab :$bal-Maṭbaʻah al-ʻIlmīyah,$c1324 [1924]
190	300	\\	$aonline resource (206 pages)
190	336	\\	$atext$2rdacontent
190	337	\\	$acomputer$2rdamedia
190	338	\\	$aonline resource$2rdacarrier
190	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
190	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
